Store,Dept,Date,Weekly_Sales,IsHoliday
22,78,2010-03-19,-12.0,False
22,94,2011-11-04,-2.0,False
22,94,2012-08-31,-3.56,False
22,96,2012-09-21,-0.56,False
23,18,2010-05-21,-1.5,False
23,18,2010-06-04,-3.0,False
23,18,2010-07-02,-168.0,False
23,18,2011-08-19,-17.97,False
23,18,2012-05-04,-13.78,False
23,18,2012-05-11,-6.72,False
23,18,2012-05-25,-30.0,False
23,18,2012-06-01,-1.97,False
23,47,2010-09-17,-65.0,False
23,47,2010-10-08,-35.0,False
23,47,2011-02-18,-15.0,False
23,47,2011-03-25,-298.0,False
23,47,2011-04-01,-206.0,False
23,47,2011-12-23,-119.0,False
23,47,2012-03-23,-259.0,False
23,47,2012-06-22,-1.5,False
23,48,2011-01-07,-102.32,False
23,48,2011-08-05,-197.0,False
23,48,2011-09-30,-169.0,False
23,48,2011-12-16,-44.91,False
23,51,2011-05-27,-29.96,False
23,54,2012-07-27,-9.0,False
23,78,2010-06-25,-12.0,False
23,78,2011-09-09,-12.88,True
23,80,2010-12-10,-213.08,False
23,80,2010-12-31,-75.0,True
23,80,2011-01-07,-1.13,False
23,94,2011-08-05,-1.94,False
23,94,2012-03-09,-6.98,False
23,98,2010-08-06,-6.0,False
23,98,2010-09-17,-3.98,False
23,98,2012-08-10,-0.93,False
24,18,2012-05-04,-0.63,False
24,18,2012-05-11,-20.59,False
24,19,2011-05-06,-4.94,False
24,45,2010-04-30,-2.96,False
24,45,2011-05-13,-18.49,False
24,47,2010-03-19,-41.42,False
24,47,2010-04-30,-100.0,False
24,47,2011-02-04,-57.86,False
24,47,2012-02-03,-109.0,False
24,50,2012-07-06,-5.0,False
24,54,2011-01-21,-13.2,False
24,54,2011-03-25,-65.08,False
24,54,2011-04-15,-10.0,False
24,54,2011-06-03,-14.12,False
24,54,2011-07-01,-4.0,False
24,54,2011-07-29,-59.12,False
24,54,2012-05-11,-28.92,False
24,54,2012-09-07,-20.0,True
25,6,2011-08-26,-58.56,False
25,18,2010-05-07,-12.0,False
25,18,2010-05-21,-4.68,False
25,18,2010-05-28,-3.9,False
25,18,2011-03-11,-5.4,False
25,18,2011-05-20,-4.03,False
25,18,2011-06-03,-1.8,False
25,18,2011-06-10,-7.08,False
25,18,2011-06-17,-18.54,False
25,18,2012-05-11,-4.91,False
25,18,2012-05-18,-2.47,False
25,19,2011-11-18,-7.5,False
25,47,2010-02-12,-10.0,True
25,47,2011-10-21,-18.0,False
25,47,2011-12-30,-28.92,True
25,47,2012-03-02,-10.0,False
25,48,2012-05-25,-92.37,False
25,48,2012-08-03,-99.87,False
25,54,2011-05-13,-24.0,False
25,54,2011-07-15,-28.92,False
25,54,2012-01-13,-55.0,False
25,54,2012-06-01,-88.08,False
25,78,2011-11-25,-12.88,True
25,80,2010-04-09,-2.0,False
25,80,2010-05-14,-18.78,False
25,94,2010-04-23,-4.88,False
25,94,2010-09-10,-4.0,True
25,94,2011-03-04,-18.29,False
25,94,2011-04-08,-3.98,False
25,94,2011-04-15,-3.75,False
25,94,2011-06-10,-7.73,False
25,96,2012-09-14,-1.27,False
25,98,2011-02-25,-0.63,False
26,18,2012-04-27,-1.23,False
26,50,2011-11-18,-79.0,False
26,51,2011-08-19,-1.36,False
26,54,2010-02-05,-34.0,False
26,54,2010-03-12,-11.0,False
26,54,2010-12-31,-21.42,True
26,54,2011-01-14,-48.94,False
26,54,2012-09-21,-29.08,False
27,18,2010-04-30,-11.4,False
27,18,2010-05-07,-3.0,False
27,18,2010-05-14,-4.0,False
27,18,2010-05-21,-1.9,False
27,18,2010-06-18,-14.0,False
27,18,2010-06-25,-5.0,False
27,18,2011-06-17,-9.8,False
27,18,2011-06-24,-1.1,False
27,18,2012-05-11,-1.5,False
27,47,2010-02-26,-20.0,False
27,47,2010-06-18,-28.0,False
27,47,2010-06-25,-65.0,False
27,47,2010-10-29,-409.0,False
27,47,2010-12-10,-24.0,False
27,47,2011-05-13,-63.0,False
27,47,2011-07-29,-8.5,False
27,47,2011-12-16,-279.0,False
27,47,2011-12-30,-59.0,True
27,47,2012-03-30,-69.0,False
27,47,2012-10-05,-39.5,False
27,51,2011-08-19,-2.36,False
27,54,2012-05-11,-69.88,False
27,58,2012-08-17,-50.0,False
27,77,2012-02-24,-8.27,False
27,78,2011-10-07,-10.0,False
27,78,2011-10-21,-9.88,False
27,78,2012-04-06,-7.0,False
28,6,2010-09-03,-157.63,False
28,6,2010-10-08,-4988.94,False
28,18,2011-05-20,-2.5,False
28,18,2011-07-15,-4.0,False
28,32,2011-03-25,-1321.48,False
28,47,2010-03-19,-198.0,False
28,47,2010-12-03,-705.0,False
28,47,2011-04-15,-298.0,False
28,51,2011-09-23,-10.56,False
28,54,2011-09-09,-5.0,True
28,54,2011-09-30,-9.36,False
28,54,2012-01-27,-23.92,False
28,56,2012-08-10,-103.06,False
29,18,2011-06-17,-16.35,False
29,18,2011-07-01,-2.7,False
29,18,2012-05-18,-27.9,False
29,19,2011-10-07,-10.0,False
29,19,2012-04-06,-7.97,False
29,19,2012-10-05,-14.0,False
29,36,2011-08-05,-54.0,False
29,36,2012-07-20,-117.0,False
29,47,2010-09-10,-35.0,True
29,47,2010-11-05,-70.0,False
29,47,2011-03-11,-300.0,False
29,47,2012-01-27,-15.0,False
29,47,2012-03-09,-33.0,False
29,48,2010-11-12,-21.96,False
29,49,2012-08-17,-184.32,False
29,51,2010-12-17,-3.36,False
29,54,2010-11-26,-19.08,True
29,54,2011-04-29,-5.92,False
29,54,2011-09-02,-5.88,False
29,54,2012-06-15,-5.88,False
29,54,2012-08-24,-28.92,False
29,54,2012-09-28,-40.0,False
29,78,2010-03-12,-12.0,False
29,80,2011-12-16,-2.69,False
29,80,2012-08-31,-12.94,False
29,80,2012-09-28,-11.68,False
29,80,2012-10-26,-178.15,False
29,94,2010-11-26,-2.98,True
29,94,2010-12-24,-2.98,False
29,98,2010-04-23,-30.0,False
29,98,2011-02-25,-0.56,False
30,5,2011-09-09,-0.04,True
30,6,2011-12-30,-19.0,True
30,6,2012-01-20,-26.61,False
30,22,2010-05-21,-1.96,False
30,26,2011-01-28,-2.5,False
30,27,2011-04-22,-4.97,False
30,31,2011-09-23,-10.0,False
30,31,2012-05-18,-9.62,False
30,32,2010-02-05,-12.99,False
30,44,2010-02-26,-3.97,False
30,49,2010-08-06,-17.0,False
30,49,2012-06-08,-5.97,False
30,59,2011-08-19,-0.36,False
30,72,2011-08-26,-5.0,False
30,99,2011-12-02,-0.5,False
30,99,2012-01-20,-6.72,False
31,18,2010-04-23,-4.98,False
31,18,2010-05-07,-4.5,False
31,18,2010-08-06,-3.0,False
31,18,2011-03-11,-10.9,False
31,18,2011-05-13,-6.43,False
31,18,2011-06-03,-3.15,False
31,18,2011-06-17,-8.5,False
31,18,2012-06-01,-31.97,False
31,18,2012-06-15,-9.47,False
31,18,2012-06-29,-5.0,False
31,18,2012-07-27,-0.75,False
31,18,2012-08-10,-9.88,False
31,19,2011-09-23,-11.65,False
31,19,2011-11-18,-2.91,False
31,19,2012-04-06,-15.48,False
31,45,2010-03-26,-2.96,False
31,45,2010-06-18,-4.72,False
31,45,2010-07-23,-35.0,False
31,45,2010-08-20,-39.92,False
31,47,2010-07-30,-100.0,False
31,47,2010-08-20,-139.0,False
31,47,2010-09-03,-17.0,False
31,47,2010-09-17,-41.42,False
31,47,2010-12-10,-22.0,False
31,47,2011-12-16,-18.0,False
31,47,2011-12-23,-59.0,False
31,47,2012-03-16,-58.0,False
31,47,2012-06-15,-224.0,False
31,51,2010-09-17,-2.0,False
31,51,2011-02-25,-0.75,False
31,54,2010-10-22,-21.92,False
31,54,2011-01-07,-13.0,False
31,54,2011-09-02,-15.0,False
31,54,2011-09-30,-6.92,False
31,54,2012-01-13,-28.92,False
31,77,2012-02-03,-19.88,False
31,78,2010-02-05,-12.0,False
31,78,2010-09-17,-2.0,False
31,78,2011-10-28,-12.88,False
32,18,2010-04-23,-12.78,False
32,18,2010-04-30,-6.68,False
32,18,2010-05-07,-4.75,False
32,18,2010-06-04,-2.5,False
32,18,2010-06-11,-13.0,False
32,18,2010-08-06,-10.0,False
32,18,2011-03-04,-37.24,False
32,18,2011-05-13,-1.1,False
32,18,2011-06-10,-6.9,False
32,18,2011-06-24,-5.0,False
32,18,2011-07-01,-7.04,False
32,18,2012-05-11,-1.37,False
32,18,2012-06-29,-5.32,False
32,45,2010-05-14,-15.96,False
32,45,2010-07-30,-3.49,False
32,45,2010-10-22,-28.96,False
32,47,2010-12-31,-698.0,True
32,47,2012-03-09,-88.0,False
32,47,2012-04-20,-224.0,False
32,47,2012-04-27,-24.0,False
32,47,2012-06-15,-18.0,False
32,47,2012-06-22,-34.92,False
32,47,2012-08-17,-18.0,False
32,48,2011-06-03,-45.84,False
32,54,2011-01-14,-15.0,False
32,54,2011-01-28,-76.04,False
32,54,2011-04-29,-82.0,False
32,54,2011-07-15,-2.12,False
32,54,2012-01-06,-5.12,False
32,78,2010-04-23,-24.0,False
32,78,2011-10-21,-12.88,False
33,9,2011-11-18,-11.32,False
33,22,2010-12-17,-39.76,False
33,23,2011-12-30,-2.0,True
33,55,2010-10-01,-5.98,False
33,55,2011-09-16,-7.0,False
33,59,2010-05-21,-23.88,False
33,59,2010-12-24,-3.12,False
33,59,2011-10-07,-10.38,False
34,19,2011-05-06,-7.47,False
34,19,2011-08-12,-14.78,False
34,19,2011-11-11,-29.76,False
34,19,2012-01-13,-9.97,False
34,45,2010-02-19,-6.16,False
34,47,2011-01-07,-224.0,False
34,47,2011-09-23,-348.0,False
34,47,2011-10-21,-598.0,False
34,47,2012-01-20,-118.0,False
34,47,2012-07-06,-168.0,False
34,47,2012-07-20,-168.0,False
34,47,2012-09-28,-168.0,False
34,48,2011-07-01,-465.0,False
34,48,2011-08-05,-335.0,False
34,48,2011-11-04,-179.0,False
34,54,2011-09-30,-11.68,False
34,99,2010-10-01,-9.0,False
34,99,2010-12-10,-4.38,False
35,16,2012-08-24,-771.9,False
35,16,2012-09-21,-244.17,False
35,16,2012-10-05,-3.82,False
35,18,2010-05-14,-5.47,False
35,18,2010-07-09,-5.0,False
35,18,2010-08-06,-59.0,False
35,18,2012-05-04,-22.22,False
35,18,2012-05-11,-5.94,False
35,18,2012-05-25,-7.83,False
35,18,2012-06-08,-1.94,False
35,18,2012-06-15,-25.03,False
35,19,2010-07-30,-30.0,False
35,19,2010-10-29,-1.0,False
35,19,2011-03-04,-8.0,False
35,19,2011-05-27,-5.97,False
35,19,2011-07-22,-5.94,False
35,19,2011-09-23,-8.44,False
35,19,2011-12-16,-4.18,False
35,19,2012-01-20,-15.94,False
35,19,2012-02-17,-2.97,False
35,19,2012-10-12,-15.44,False
35,47,2010-03-19,-78.0,False
35,47,2010-04-02,-124.0,False
35,47,2010-07-02,-100.0,False
35,47,2010-08-27,-17.0,False
35,47,2010-09-24,-19.0,False
35,47,2010-12-10,-115.0,False
35,47,2011-04-01,-11.0,False
35,47,2011-06-17,-19.0,False
35,47,2011-09-02,-3924.0,False
35,47,2011-11-04,-26.0,False
35,47,2011-12-23,-115.0,False
35,47,2011-12-30,-28.5,True
35,47,2012-02-17,-48.5,False
35,47,2012-04-20,-17.95,False
35,47,2012-04-27,-21.2,False
35,47,2012-05-25,-68.0,False
35,47,2012-06-01,-25.0,False
35,47,2012-06-22,-29.0,False
35,47,2012-07-06,-118.0,False
35,47,2012-10-05,-289.0,False
35,49,2010-04-23,-3.83,False
35,49,2010-05-07,-4.97,False
35,49,2010-05-28,-4.0,False
35,49,2010-06-11,-24.0,False
35,49,2010-10-01,-1.88,False
35,49,2010-10-22,-4.97,False
35,49,2010-12-31,-14.85,True
35,49,2011-01-07,-10.0,False
35,49,2011-03-18,-15.0,False
35,49,2011-04-01,-28.0,False
35,49,2011-06-10,-36.0,False
35,49,2011-07-08,-7.66,False
35,49,2011-12-09,-3.15,False
35,49,2012-01-20,-326.61,False
35,49,2012-05-25,-12.03,False
35,49,2012-06-08,-2.91,False
35,49,2012-06-15,-3.47,False
35,49,2012-06-29,-24.0,False
35,49,2012-07-06,-23.88,False
35,49,2012-09-07,-9.44,True
35,51,2011-10-28,-1.16,False
35,54,2011-01-21,-64.08,False
35,54,2011-07-08,-29.92,False
35,54,2011-09-09,-22.92,True
35,54,2011-10-07,-5.0,False
35,54,2011-12-09,-61.04,False
35,54,2012-01-27,-29.0,False
35,54,2012-03-16,-20.92,False
35,54,2012-04-13,-54.92,False
35,56,2011-11-04,-9.76,False
35,59,2012-03-09,-11.26,False
35,59,2012-04-20,-12.97,False
35,59,2012-05-04,-15.0,False
35,59,2012-05-25,-2.5,False
35,59,2012-06-15,-2.66,False
35,59,2012-06-22,-6.0,False
35,59,2012-10-12,-0.79,False
35,77,2011-01-14,-14.14,False
35,77,2011-11-11,-10.04,False
35,77,2012-02-17,-2.34,False
35,80,2010-02-12,-5.07,True
35,80,2010-02-26,-17.82,False
35,80,2010-09-24,-58.07,False
35,80,2011-03-25,-6.34,False
35,80,2011-04-29,-43.32,False
35,80,2011-05-06,-22.87,False
35,80,2011-07-15,-18.16,False
35,80,2011-07-29,-31.2,False
35,80,2012-03-16,-33.43,False
35,80,2012-04-06,-63.32,False
35,80,2012-04-13,-44.3,False
35,80,2012-04-27,-173.42,False
35,80,2012-05-04,-43.95,False
35,80,2012-05-11,-15.08,False
35,80,2012-05-18,-173.0,False
35,80,2012-06-29,-71.74,False
35,80,2012-07-06,-182.26,False
35,80,2012-07-13,-454.42,False
35,80,2012-07-20,-5.1,False
35,80,2012-07-27,-107.72,False
35,80,2012-08-31,-57.76,False
35,80,2012-09-14,-162.44,False
35,80,2012-09-21,-43.96,False
35,80,2012-10-12,-20.38,False
35,80,2012-10-26,-16.51,False
35,94,2010-10-08,-0.7,False
35,94,2010-12-31,-8.01,True
35,94,2011-03-18,-3.0,False
35,94,2011-07-29,-19.7,False
35,94,2011-08-05,-0.24,False
35,94,2011-08-19,-2.0,False
35,94,2011-09-09,-1.94,True
35,94,2011-09-16,-0.37,False
35,94,2011-11-04,-2.49,False
35,94,2011-11-11,-2.51,False
35,94,2012-01-27,-4.48,False
35,94,2012-02-03,-0.96,False
35,94,2012-04-27,-10.47,False
35,94,2012-08-31,-0.63,False
35,96,2011-12-30,-4.2,True
35,96,2012-02-17,-1.35,False
35,98,2010-09-10,-1.8,True
35,98,2011-01-21,-0.12,False
36,6,2011-09-30,-10.88,False
36,9,2011-11-18,-49.88,False
36,22,2012-05-11,-74.88,False
36,22,2012-08-17,-419.28,False
36,22,2012-08-24,-54.97,False
36,23,2012-05-25,-23.92,False
36,24,2012-10-05,-8.97,False
36,33,2012-04-06,-4.5,False
36,33,2012-05-11,-11.97,False
36,34,2012-03-09,-5.88,False
36,36,2012-05-11,-30.0,False
36,44,2011-05-27,-30.0,False
36,44,2012-07-13,-19.42,False
36,44,2012-08-10,-4.77,False
36,44,2012-10-05,-5.0,False
36,56,2010-12-24,-17.5,False
36,59,2011-10-14,-5.68,False
36,71,2012-08-17,-29.0,False
36,72,2012-04-13,-199.95,False
36,72,2012-04-27,-19.96,False
36,72,2012-05-11,-40.0,False
36,72,2012-06-08,-19.88,False
36,72,2012-07-06,-24.0,False
36,72,2012-10-05,-16.88,False
36,72,2012-10-12,-10.96,False
37,6,2011-09-02,-9.88,False
37,6,2012-04-27,-9.88,False
37,24,2012-04-13,-6.97,False
37,44,2012-07-27,-6.94,False
37,55,2011-08-12,-10.0,False
37,55,2012-02-17,-11.88,False
37,72,2010-09-03,-64.38,False
37,85,2011-01-07,-0.29,False
38,6,2010-12-10,-153.12,False
38,6,2011-09-23,-14.88,False
38,6,2011-09-30,-14.88,False
38,24,2012-06-22,-10.47,False
38,25,2010-09-17,-6.0,False
38,27,2011-09-23,-7.5,False
38,33,2012-08-10,-5.97,False
38,44,2012-09-28,-1.5,False
38,55,2010-12-03,-59.96,False
39,18,2010-05-28,-1.0,False
39,18,2010-08-20,-23.0,False
39,18,2010-09-03,-139.0,False
39,18,2011-03-04,-31.11,False
39,18,2011-05-13,-19.28,False
39,18,2011-05-27,-11.0,False
39,18,2011-06-10,-6.2,False
39,18,2011-06-24,-0.1,False
39,18,2011-08-19,-59.0,False
39,18,2012-06-08,-3.6,False
39,18,2012-07-20,-0.72,False
39,19,2010-05-14,-11.0,False
39,19,2010-06-04,-19.94,False
39,19,2010-08-06,-32.0,False
39,19,2010-09-17,-5.0,False
39,19,2010-11-26,-14.0,True
39,19,2010-12-03,-18.0,False
39,19,2010-12-10,-7.0,False
39,19,2011-04-08,-9.97,False
39,19,2011-07-29,-15.94,False
39,19,2011-10-07,-2.97,False
39,19,2011-11-18,-12.97,False
39,19,2012-03-09,-59.76,False
39,19,2012-04-13,-22.41,False
39,19,2012-04-27,-4.97,False
39,19,2012-07-06,-8.44,False
39,19,2012-10-12,-14.38,False
39,47,2010-12-31,-79.0,True
39,47,2011-03-11,-15.0,False
39,47,2011-12-09,-14.4,False
39,47,2012-01-20,-19.0,False
39,51,2010-11-12,-1.96,False
39,54,2010-12-10,-14.88,False
39,54,2011-05-27,-68.0,False
39,54,2011-10-28,-7.0,False
39,54,2012-02-10,-14.88,True
39,54,2012-08-10,-5.88,False
39,77,2011-12-09,-159.0,False
40,18,2012-05-11,-0.4,False
40,19,2010-10-08,-16.0,False
40,19,2011-01-07,-15.0,False
40,47,2010-04-02,-224.0,False
40,47,2010-09-10,-298.0,True
40,47,2011-09-23,-109.0,False
40,47,2012-09-21,-34.98,False
40,48,2011-07-01,-543.0,False
40,49,2010-02-26,-23.99,False
40,54,2010-09-24,-20.5,False
40,54,2011-03-25,-3.0,False
40,54,2011-12-16,-8.92,False
40,54,2012-04-06,-28.92,False
40,59,2011-07-29,-0.65,False
41,18,2010-05-07,-1.5,False
41,18,2011-03-11,-6.75,False
41,18,2011-06-10,-4.0,False
41,18,2011-07-01,-9.88,False
41,18,2012-05-04,-2.26,False
41,18,2012-06-08,-2.97,False
41,19,2010-02-26,-1.0,False
41,19,2010-05-07,-2.0,False
41,19,2010-09-10,-5.88,True
41,19,2011-01-07,-2.0,False
41,19,2011-02-04,-8.94,False
41,19,2011-04-01,-4.94,False
41,19,2011-04-15,-20.67,False
41,47,2010-03-05,-35.0,False
41,47,2010-05-28,-25.0,False
41,47,2011-03-04,-15.0,False
41,47,2011-05-06,-41.42,False
41,47,2011-10-28,-15.0,False
41,47,2012-01-06,-28.92,False
41,47,2012-01-13,-68.0,False
41,47,2012-05-18,-279.0,False
41,51,2010-11-12,-2.96,False
41,51,2012-09-07,-176.4,True
41,54,2010-03-19,-45.0,False
41,54,2010-09-24,-20.0,False
41,54,2010-12-10,-15.92,False
41,54,2011-01-07,-5.0,False
41,54,2011-03-18,-13.92,False
41,54,2011-04-01,-53.2,False
41,77,2012-01-27,-8.44,False
42,6,2011-07-15,-4.54,False
42,18,2010-04-30,-5.64,False
42,22,2012-04-06,-17.88,False
42,23,2011-02-11,-6.77,True
42,26,2012-08-24,-6.24,False
42,27,2011-06-24,-4.97,False
42,31,2010-05-07,-19.0,False
42,31,2010-05-28,-23.0,False
42,31,2011-01-07,-4.0,False
42,31,2011-01-14,-8.6,False
42,31,2012-07-13,-3.5,False
42,41,2010-12-03,-25.0,False
42,44,2010-02-12,-3.0,True
42,44,2010-08-13,-4.5,False
42,44,2012-08-03,-7.37,False
42,44,2012-08-17,-0.6,False
42,44,2012-10-26,-2.47,False
42,52,2012-04-13,-1.84,False
42,55,2010-12-31,-59.96,True
42,55,2012-01-13,-9.0,False
42,56,2010-05-07,-6.0,False
42,71,2011-07-01,-133.56,False
42,71,2011-09-30,-138.0,False
42,71,2012-05-18,-20.0,False
42,71,2012-10-12,-199.0,False
42,72,2010-05-21,-29.88,False
42,72,2010-10-08,-9.96,False
42,72,2010-10-22,-7.96,False
42,72,2010-12-31,-239.0,True
42,72,2011-02-18,-15.54,False
42,72,2011-03-18,-13.47,False
42,72,2011-08-19,-79.97,False
42,72,2011-11-25,-169.98,True
42,72,2011-12-30,-19.99,True
42,72,2012-02-24,-149.88,False
42,72,2012-03-09,-299.0,False
42,72,2012-03-23,-10.0,False
42,72,2012-05-11,-79.98,False
42,72,2012-05-18,-379.0,False
42,72,2012-06-01,-37.98,False
42,72,2012-09-21,-24.98,False
42,74,2010-06-04,-3.58,False
42,74,2010-06-25,-0.02,False
42,74,2010-09-24,-6.64,False
43,6,2011-06-10,-3.47,False
43,18,2011-01-14,-1.13,False
43,22,2010-12-17,-54.98,False
43,24,2010-09-24,-4.5,False
43,25,2011-09-30,-7.12,False
43,26,2010-11-19,-6.0,False
43,26,2011-06-03,-5.0,False
43,28,2011-12-16,-5.5,False
43,32,2010-10-29,-15.0,False
43,33,2011-04-15,-2.5,False
43,44,2010-04-23,-4.0,False
43,52,2012-05-18,-1.23,False
43,55,2011-03-04,-11.88,False
43,59,2012-06-15,-3.06,False
43,71,2011-02-25,-49.0,False
43,72,2010-06-25,-19.0,False
43,72,2010-09-10,-23.1,True
43,72,2010-12-17,-372.9,False
43,72,2010-12-31,-342.84,True
43,72,2011-08-12,-18.0,False
43,72,2011-09-30,-147.38,False
44,6,2012-01-20,-9.88,False
44,6,2012-09-21,-12.24,False
44,9,2011-05-20,-16.57,False
44,9,2011-12-16,-132.46,False
44,12,2012-05-04,-5.59,False
44,18,2010-07-09,-1.5,False
44,22,2011-09-16,-14.88,False
44,32,2012-04-06,-10.0,False
44,33,2011-10-28,-3.47,False
44,33,2012-03-30,-8.47,False
44,33,2012-08-10,-2.5,False
44,34,2011-06-24,-9.88,False
44,44,2010-03-12,-3.85,False
44,44,2010-12-03,-26.0,False
44,44,2011-01-14,-5.0,False
44,49,2011-09-02,-2.97,False
44,55,2010-04-02,-13.0,False
44,55,2012-07-27,-11.88,False
44,55,2012-08-03,-10.0,False
44,59,2012-08-24,-2.94,False
44,71,2011-03-04,-60.0,False
44,71,2012-06-08,-24.97,False
44,71,2012-08-03,-38.88,False
44,72,2011-03-11,-27.71,False
44,72,2011-04-08,-73.74,False
44,72,2012-09-28,-55.33,False
45,18,2010-09-10,-17.0,True
45,18,2011-08-19,-36.06,False
45,47,2010-02-26,-1750.0,False
45,47,2011-11-18,-24.0,False
45,49,2011-02-11,-24.0,True
45,49,2011-03-25,-15.0,False
45,49,2011-04-22,-2.97,False
45,49,2012-05-18,-3.97,False
45,49,2012-05-25,-4.97,False
45,49,2012-06-29,-34.0,False
45,49,2012-08-03,-1.91,False
45,49,2012-09-14,-6.83,False
45,54,2010-11-19,-2.08,False
45,54,2011-08-12,-7.54,False
45,54,2011-10-21,-8.92,False
45,54,2011-12-02,-0.76,False
45,54,2011-12-16,-10.64,False
45,77,2012-02-03,-23.0,False
45,80,2010-02-05,-2.45,False
45,80,2010-02-12,-0.43,True
45,80,2010-02-19,-0.27,False
45,80,2010-04-16,-1.61,False
45,80,2010-07-02,-0.27,False
45,80,2011-02-11,-0.24,True
